,Streams,Track Name,Artist,Artist_popularity,Artist_follower,Streams1,Top10
1388,954824,Cattitude (feat. RuPaul),Miley Cyrus,87,medium,very low,0
1389,953495,Finally // beautiful stranger,Halsey,92,medium,very low,0
1390,951797,Love Drought,BeyoncÃ©,90,high,very low,0
1391,951630,F9mily (You & Me),Lil Nas X,87,low,very low,1
1392,947643,Menace,PNL,80,low,very low,0
1393,940383,Zoulou tchaing,PNL,80,low,very low,0
1394,936404,HERE (For Christmas),Lukas Graham,79,low,very low,0
1395,935531,Tough Love,Avicii,89,high,very low,0
1396,933897,original me (feat. dan reynolds of imagine dragons),YUNGBLUD,81,very low,very low,0
1397,929799,Living Proof,Camila Cabello,96,high,very low,0
1398,928881,Cheum,Nekfeu,80,very low,very low,0
1399,928725,2000 Miles - 2007 Remaster,Pretenders,71,very low,very low,0
1400,927811,Draft Day,Drake,99,high,very low,0
1401,926457,SEX,Rammstein,83,low,very low,0
1402,925306,Stay With Me,Sam Smith,92,high,very low,0
1403,923777,7empest,TOOL,78,very low,very low,0
1404,923752,Beauty In The Benz (feat. Snoop Dogg),Tory Lanez,87,low,very low,0
1405,923379,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,88,medium,very low,0
1406,922291,Kuta ubud,PNL,80,low,very low,0
1407,922248,MedellÃ­n (with Maluma),Madonna,81,low,very low,0
1408,919789,Merry Christmas Darling - Remix,Carpenters,77,very low,very low,0
1409,919027,I Wish It Could Be Christmas Everyday,Wizzard,62,very low,very low,0
1410,917921,Poquito,Anitta,89,medium,very low,0
1411,917661,Future Nostalgia,Dua Lipa,93,high,very low,0
1412,917471,Les Ã©toiles vagabondes,Nekfeu,80,very low,very low,0
1413,915986,The Little Drummer Boy,Bing Crosby,85,very low,very low,0
1414,911102,One,Lewis Capaldi,92,low,very low,0
1415,909206,Uptown Funk,Mark Ronson,83,very low,very low,0
1416,904926,Carry Me Away,John Mayer,86,medium,very low,0
1417,903223,Every Single Time,Jonas Brothers,87,low,very low,0
1418,901960,Just How It Is,Young Thug,94,medium,very low,0
1419,901950,All Night,BeyoncÃ©,90,high,very low,0
1420,901833,Tiffany,Shindy,76,very low,very low,0
1421,900434,Syphilis,Juice WRLD,98,medium,very low,0
1422,899757,Gang Gang,ScHoolboy Q,81,low,very low,0
1423,899669,Rocket Ship,Future,91,medium,very low,0
1424,898553,THERE HE GO,DaBaby,95,low,very low,0
1425,897788,Teeth,5 Seconds of Summer,87,medium,very low,0
1426,896266,Fliegst Du mit,Shirin David,69,very low,very low,0
1427,895773,LamboTruck (with Cozz feat. REASON & Childish Major),Dreamville,78,very low,very low,0
1428,891748,Party Up The Street,Miley Cyrus,87,medium,very low,0
1429,889811,Disturbia,Rihanna,92,high,very low,0
1430,888930,ON GOD (feat. Young Thug),Juice WRLD,98,medium,very low,0
1431,888614,Temptation,Future,91,medium,very low,0
1432,888057,Jodeci Freestyle (feat. J. Cole),Drake,99,high,very low,0
1433,886348,Love Her,Jonas Brothers,87,low,very low,0
1434,885617,Hash Hash,SSIO,73,very low,very low,0
1435,883321,Flames (with ZAYN),R3HAB,85,low,very low,0
1436,879804,Freedom (feat. Kendrick Lamar),BeyoncÃ©,90,high,very low,0
1437,878655,Kick It,BLACKPINK,83,medium,very low,0
1438,878253,Sup Mate (feat. Future),Young Thug,94,medium,very low,0
1439,877271,Alive,Khalid,96,medium,very low,1
1440,876859,LOVE AGAIN,Daniel Caesar,82,low,very low,0
1441,876732,Christmas Time Is Here,Brett Eldredge,77,very low,very low,0
1442,874193,Wrapped in Red,Kelly Clarkson,84,medium,very low,0
1443,873480,Purple Emoji (feat. J. Cole),Ty Dolla $ign,90,low,very low,0
1444,873040,Rollercoaster,Jonas Brothers,87,low,very low,0
1445,872437,This Ain't That,Trippie Redd,92,low,very low,0
1446,870641,Hate Me,Trippie Redd,92,low,very low,0
1447,870194,Billie Jean,Michael Jackson,86,high,very low,0
1448,869429,91's,PNL,80,low,very low,0
1449,868878,Mis Deseos / Feliz Navidad (with Thalia),Michael BublÃ©,92,low,very low,0
1450,867435,Critical Darling,Slipknot,83,medium,very low,0
1451,866869,Unsainted,Slipknot,83,medium,very low,0
1452,866190,Somebody's Watching Me - Single Version,Rockwell,86,high,very low,0
1453,864399,RADIO,Rammstein,83,low,very low,0
1454,863692,Mit Dir,Loredana,78,very low,very low,0
1455,862750,Don't Throw it Away,Jonas Brothers,87,low,very low,0
1456,862327,Fuori E Dentro (feat. tha Supreme),Gemitaiz,79,low,very low,0
1457,861296,medicine,Bring Me The Horizon,81,low,very low,0
1458,858574,Peer Pressure (feat. Julia Michaels),James Bay,81,low,very low,0
1459,858117,"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",Sia,90,high,very low,0
1460,856609,Litanie contre la Peur,TOOL,78,very low,very low,0
1461,855453,CrasH,ScHoolboy Q,81,low,very low,0
1462,853930,Real Feel,Trippie Redd,92,low,very low,0
1463,853394,Descending,TOOL,78,very low,very low,0
1464,852238,clickbait,Logic,87,medium,very low,0
1465,850903,Nummer,Ufo361,83,very low,very low,0
1466,849202,sw1n6o - feat. Salmo,tha Supreme,86,very low,very low,0
1467,848303,Vendetta,RAF Camora,85,very low,very low,0
1468,846773,BOY BYE,BROCKHAMPTON,84,very low,very low,0
1469,844795,F&N,Future,91,medium,very low,0
1470,843563,Make You Feel My Love,Adele,87,high,very low,0
1471,843346,The Most,Miley Cyrus,87,medium,very low,0
1472,842922,Joy,Bastille,85,medium,very low,0
1473,842352,DÃ©connectÃ©,PNL,80,low,very low,0
1474,842008,Spicy - with Diplo & Charli XCX,Herve Pagez,55,very low,very low,0
1475,841752,Gassed Up!,XXXTENTACION,95,high,very low,1
1476,841061,Fades Away (feat. Noonie Bao),Avicii,89,high,very low,0
1477,839837,why are you here,Machine Gun Kelly,84,low,very low,0
1478,837982,One Touch,Jess Glynne,82,low,very low,0
1479,837215,Pray You Catch Me,BeyoncÃ©,90,high,very low,0
1480,837002,Weather the Storm (feat. Meek Mill & Lil Baby),DJ Khaled,82,medium,very low,0
1481,836650,Sims,Lauv,91,low,very low,0
1482,836561,Alunissons,Nekfeu,80,very low,very low,0
1483,836022,Hair Down (feat. Kendrick Lamar),SiR,74,very low,very low,0
1484,834975,Halo,BeyoncÃ©,90,high,very low,0
1485,833644,Bring Me Love,John Legend,85,medium,very low,0
1486,833021,September,"Earth, Wind & Fire",77,low,very low,0
1487,832728,Heaven,Khalid,96,medium,very low,1
1488,832656,XanaX Damage,Future,91,medium,very low,0
1489,831675,Harmony Hall,Vampire Weekend,76,low,very low,0
1490,830791,Desire,Juice WRLD,98,medium,very low,0
1491,829601,Sans peine,Ninho,84,low,very low,0
1492,829561,Love You For A Long Time,Maggie Rogers,76,very low,very low,0
1493,829144,Somebody To Love,OneRepublic,86,medium,very low,0
1494,828670,Home (feat. Bonn),Martin Garrix,88,high,very low,0
1495,828466,Still Ballin (feat. Wiz Khalifa),Logic,87,medium,very low,0
1496,827797,All I Want For Christmas (Is My Two Front Teeth) - Remastered,Nat King Cole Trio,63,very low,very low,0
1497,827250,Stop The Cavalry,Jona Lewie,61,very low,very low,0
1498,826881,APPARTENGO - Il sangue (feat. Massimo Pericolo),Marracash,83,very low,very low,0
1499,825923,come fa1,tha Supreme,86,very low,very low,0
1500,825860,La misÃ¨re est si belle,PNL,80,low,very low,0
1501,823961,A Holly Jolly Christmas,Brett Eldredge,77,very low,very low,0
1502,823340,Wie Buffon,MERO,76,very low,very low,0
1503,823319,Wannabe,Logic,87,medium,very low,0
1504,822784,La vivance (feat. Koba LaD),Ninho,84,low,very low,0
1505,822246,I Get Lonely,Drake,99,high,very low,0
1506,821595,Every Breath You Take - Remastered 2003,The Police,80,low,very low,0
1507,821558,Paris c'est magique,Ninho,84,low,very low,0
1508,821086,Dangerous (feat. Kid Cudi),ScHoolboy Q,81,low,very low,0
1509,821009,Nero Forte,Slipknot,83,medium,very low,0
1510,820031,Never Leave Me (feat. Joe Janiak),Avicii,89,high,very low,0
1511,815960,Be Yourself,Trippie Redd,92,low,very low,0
1512,815387,I Found You / Nildaâs Story (with Calvin Harris & Miguel),benny blanco,83,very low,very low,0
1513,815137,5200,ScHoolboy Q,81,low,very low,0
1514,814061,Excuse Me Mr Sir (feat. Vargas & Lagola),Avicii,89,high,very low,0
1515,813259,Grinding All My Life,Nipsey Hussle,79,very low,very low,0
1516,813211,Frail State Of Mind,The 1975,83,low,very low,0
1517,812040,We Go High,Chance the Rapper,87,medium,very low,0
1518,811560,Shameless,Camila Cabello,96,high,very low,0
1519,811241,Stay Flo,Solange,71,very low,very low,0
1520,810407,Hesitate,Jonas Brothers,87,low,very low,0
1521,808713,Tap (feat. Meek Mill),NAV,83,low,very low,0
1522,807084,GigolÃ² (feat. Sfera Ebbasta & Capo Plaza),Lazza,77,very low,very low,0
1523,804253,Takotsubo,Nekfeu,80,very low,very low,0
1524,802974,WAS ICH LIEBE,Rammstein,83,low,very low,0
1525,802341,Single Again,Big Sean,86,medium,very low,0
1526,801943,Can't Take It From Me (feat. Skip Marley),Major Lazer,86,medium,very low,0
1527,801164,Dans l'univers,Nekfeu,80,very low,very low,0
1528,800406,SUGAR,BROCKHAMPTON,84,very low,very low,0
1529,800030,The Next Best American Record,Lana Del Rey,89,medium,very low,0
1530,799618,QUALCOSA IN CUI CREDERE - Lo scheletro (feat. GuÃ¨ Pequeno),Marracash,83,very low,very low,0
1531,798638,On Time,Ufo361,83,very low,very low,0
1532,798518,Elle pleut,Nekfeu,80,very low,very low,0
1533,797931,Pumped Up Kicks,Foster The People,79,low,very low,0
1534,795841,Proud,Marshmello,90,high,very low,0
1535,792278,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,93,medium,very low,0
1536,791575,The Take (feat. Chris Brown),Tory Lanez,87,low,very low,0
1537,791570,Lo/Hi,The Black Keys,78,low,very low,0
1538,791366,Father Of 4 (feat. Big Rube),Offset,89,low,very low,0
1539,791354,A Thousand Years,Christina Perri,77,low,very low,0
1540,790950,Girls Love BeyoncÃ© (feat. James Fauntleroy),Drake,99,high,very low,0
1541,789189,Jerry Sprunger (with T-Pain),Tory Lanez,87,low,very low,0
1542,788676,Kick It,Lil Nas X,87,low,very low,1
1543,788434,Tales,ScHoolboy Q,81,low,very low,0
1544,787298,Everyday Life,Coldplay,92,high,very low,0
1545,786915,The Search,NF,89,low,very low,0
1546,785963,Flux,Ellie Goulding,87,medium,very low,0
1547,785727,Irina Shayk,Ufo361,83,very low,very low,0
1548,785313,QUELLI CHE NON PENSANO - Il cervello (feat. Coez),Marracash,83,very low,very low,0
1549,785070,Wit It,Gunna,92,low,very low,0
1550,783313,Happiness is a butterfly,Lana Del Rey,89,medium,very low,0
1551,781309,Naeem,Bon Iver,79,low,very low,0
1552,781007,Double Up (feat. Belly and Dom Kennedy),Nipsey Hussle,79,very low,very low,0
1553,779645,Mother,Charlie Puth,85,medium,very low,0
1554,778252,Menteur menteur,Nekfeu,80,very low,very low,0
1555,778206,Tic Toc (with Tory Lanez),Rich The Kid,84,low,very low,0
1556,777288,Mr. Brightside,The Killers,82,medium,very low,0
1557,777230,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",Dreamville,78,very low,very low,0
1558,776158,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,65,very low,very low,0
1559,774927,Voyage lÃ©ger,Nekfeu,80,very low,very low,0
1560,774785,Despacito - Remix,Luis Fonsi,84,medium,very low,0
1561,774439,Out My Way,Juice WRLD,98,medium,very low,0
1562,774221,Glad He's Gone,Tove Lo,81,low,very low,0
1563,772902,TrÃ¤ume werden wahr,MERO,76,very low,very low,0
1564,772189,OMG (with Carly Rae Jepsen),Gryffin,80,very low,very low,0
1565,771670,Ecstasy (feat. Machine Gun Kelly),Young Thug,94,medium,very low,0
1566,771075,Love Drought,BeyoncÃ©,90,high,very low,0
1567,770528,Happy When I'm Sad,Jonas Brothers,87,low,very low,0
1568,769333,Butterfly Doors,Lil Pump,83,medium,very low,0
1569,768041,Drop Out,Lil Pump,83,medium,very low,0
1570,767533,Sex mit dir,Apache 207,86,very low,very low,0
1571,766914,Face To Face,Rex Orange County,84,low,very low,0
1572,766415,To My Grave,NAV,83,low,very low,0
1573,765908,Immortal,Trippie Redd,92,low,very low,0
1574,765354,7 rings (feat. 2 Chainz) - Remix,Ariana Grande,97,high,very low,1
1575,764119,Bye Bye,Capital Bra,86,low,very low,0
1576,763604,People,The 1975,83,low,very low,0
1577,759762,Wiggle It (feat. City Girls),French Montana,87,low,very low,0
1578,759149,Strangers,Jonas Brothers,87,low,very low,0
1579,758689,Jusqu'Ã  minuit (feat. JuL),Ninho,84,low,very low,0
1580,758365,Legion Inoculant,TOOL,78,very low,very low,0
1581,757936,2ollipop,tha Supreme,86,very low,very low,0
1582,757766,Bad,James Bay,81,low,very low,0
1583,757146,The Bees Knees,Juice WRLD,98,medium,very low,0
1584,756271,SUPERPOSITION,Daniel Caesar,82,low,very low,0
1585,756115,Til The End of Time,Trippie Redd,92,low,very low,0
1586,755508,Drunk (feat. 6LACK),ScHoolboy Q,81,low,very low,0
1587,755081,Out Of Sight,Logic,87,medium,very low,0
1588,753901,Orbit,Shirin David,69,very low,very low,0
1589,753790,NENENE,Fero47,73,very low,very low,0
1590,752959,Mein Kopf,MERO,76,very low,very low,0
1591,751710,Nowadays Pt. 2 (feat. Landon Cube),Lil Skies,85,low,very low,0
1592,751520,Blame It on Your Love (feat. Lizzo),Charli XCX,81,low,very low,0
1593,751468,10 Feet,Juice WRLD,98,medium,very low,0
1594,750487,Without Me (with Juice WRLD),Halsey,92,medium,very low,0
1595,749519,Jeune Lossa,Ninho,84,low,very low,0
1596,749279,Not 20 Anymore,Bebe Rexha,87,medium,very low,0
1597,749033,BODY PARTS - I denti,Marracash,83,very low,very low,0
1598,748878,Unicorn Purp (feat. Young Thug & Gunna),Future,91,medium,very low,0
1599,748345,1400 / 999 Freestyle,Trippie Redd,92,low,very low,0
1600,747774,Esagono (feat. Salmo),Gemitaiz,79,low,very low,0
1601,746253,Faz Gostoso (feat. Anitta),Madonna,81,low,very low,0
1602,746167,One Call,Gunna,92,low,very low,0
1603,745730,Hope Not,BLACKPINK,83,medium,very low,0
1604,745157,Please Tell Me,Future,91,medium,very low,0
1605,744921,Trust,Jonas Brothers,87,low,very low,0
1606,744605,Hops,MERO,76,very low,very low,0
1607,742973,Comeback,Jonas Brothers,87,low,very low,0
1608,742162,I Try,Trippie Redd,92,low,very low,0
1609,741890,mother tongue,Bring Me The Horizon,81,low,very low,0
1610,739886,Bring U Down,Lil Nas X,87,low,very low,1
1611,737610,Lies (feat. Ty Dolla $ign & YG),ScHoolboy Q,81,low,very low,0
1612,735427,The greatest,Lana Del Rey,89,medium,very low,0
1613,733558,If I Ain't Got You,Alicia Keys,83,medium,very low,0
1614,732940,Tats On My Face,Offset,89,low,very low,0
1615,732677,Pardon My Ego,Logic,87,medium,very low,0
1616,732308,My Side,Drake,99,high,very low,0
1617,731797,Wenn die Sonne untergeht,Azet,75,very low,very low,0
1618,730362,Racks on Racks,Lil Pump,83,medium,very low,0
1619,729029,The Hills,The Weeknd,96,high,very low,0
1620,728644,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",Mustard,86,very low,very low,0
1621,727928,Birth Of The Cruel,Slipknot,83,medium,very low,0
1622,727464,Estado Decadente - AcÃºstico,ZÃ© Neto & Cristiano,86,medium,very low,0
1623,727330,DIAMANT,Rammstein,83,low,very low,0
1624,725304,Caught Up (feat. Khalid),Majid Jordan,73,very low,very low,0
1625,724383,TATTOO,Rammstein,83,low,very low,0
1626,723894,"You Stay (feat. Meek Mill, J Balvin, Lil Baby & Jeremih)",DJ Khaled,82,medium,very low,0
1627,723099,occh1 purpl3 - feat. Marracash,tha Supreme,86,very low,very low,0
1628,722646,Ballin Flossin,Chance the Rapper,87,medium,very low,0
1629,721656,Big Pac,Ninho,84,low,very low,0
1630,720376,WEIT WEG,Rammstein,83,low,very low,0
1631,719969,More Than That,Lauren Jauregui,64,very low,very low,0
1632,719302,Call the Coroner,Future,91,medium,very low,0
1633,719092,"Swivel (with EARTHGANG) - From The Upcoming Album ""Mirrorland""",Dreamville,78,very low,very low,0
1634,717870,Something Real (with London On Da Track & Chris Brown),Summer Walker,85,very low,very low,0
1635,717174,Fragen,Azet,75,very low,very low,0
1636,716211,SPORT - I muscoli (feat. LuchÃ¨),Marracash,83,very low,very low,0
1637,715904,Borderline,Tame Impala,84,low,very low,0
1638,715869,Delicate,Taylor Swift,95,high,very low,0
1639,715520,Superstition - Single Version,Stevie Wonder,83,low,very low,0
1640,715029,Panini,Lil Nas X,87,low,very low,1
1641,713966,Make It To Heaven (with Raye),David Guetta,90,high,very low,0
1642,710420,Let You Know,Flume,80,low,very low,0
1643,709242,Intro-RÃ©sumÃ©,Miami Yacine,71,very low,very low,0
1644,708155,Speed It Up,Gunna,92,low,very low,0
1645,707394,Twisted (feat. Logic & A$AP Rocky),French Montana,87,low,very low,0
1646,707389,Almost (Sweet Music),Hozier,83,low,very low,0
1647,706626,Slide Around,Chance the Rapper,87,medium,very low,0
1648,706574,In Your Arms (with X Ambassadors),ILLENIUM,84,very low,very low,0
1649,706008,MÃ©chant,Niska,81,low,very low,0
1650,705351,okay,LANY,83,low,very low,0
1651,704748,Gone,Charli XCX,81,low,very low,0
1652,702508,Sweet Home Alabama,Lynyrd Skynyrd,77,low,very low,0
1653,701580,Zombie,The Cranberries,77,low,very low,0
1654,700947,Nur mit Dir (feat. Xavier Naidoo),Shirin David,69,very low,very low,0
1655,699505,Slide (feat. Blueface & Lil Tjay),French Montana,87,low,very low,0
1656,699242,Free Spirit (feat. Rick Ross),Drake,99,high,very low,0
1657,697812,The Night We Met,Lord Huron,75,very low,very low,0
1658,697663,Another Place,Bastille,85,medium,very low,0
1659,697014,Ã sempre bello,Coez,75,low,very low,0
1660,696456,Pin the Grenade,blink-182,83,medium,very low,0
1661,696251,The Heart Wants What It Wants,Selena Gomez,93,high,very low,0
1662,695384,Raising Hell (feat. Big Freedia),Kesha,82,medium,very low,0
1663,691914,Can We Pretend (feat. Cash Cash),P!nk,86,medium,very low,0
1664,691735,U Deserve It,Trippie Redd,92,low,very low,0
1665,691227,All For Me,Trippie Redd,92,low,very low,0
1666,688392,Flash Pose,Pabllo Vittar,78,low,very low,0
1667,687717,m12ano - feat. Mara Sattei,tha Supreme,86,very low,very low,0
1668,686991,Burnin' Up,Jonas Brothers,87,low,very low,0
1669,685308,Estamos Arriba,Bad Bunny,98,high,very low,0
1670,684903,Forward (feat. James Blake),BeyoncÃ©,90,high,very low,0
1671,684722,Weather the Storm (feat. Meek Mill & Lil Baby),DJ Khaled,82,medium,very low,0
1672,684206,Can I,Drake,99,high,very low,0
1673,683956,Faceshot,Future,91,medium,very low,0
1674,683935,Make It Hot,Major Lazer,86,medium,very low,0
1675,683454,Stop Snitchin,YG,86,low,very low,0
1676,682625,Mannequin Challenge (feat. Juice WRLD),Young Thug,94,medium,very low,0
1677,682000,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",Sia,90,high,very low,0
1678,679370,#PROUDCATOWNERREMIX,XXXTENTACION,95,high,very low,1
1679,677929,Sentou e Gostou,MC JottaPÃª,74,very low,very low,0
1680,677873,Vor der TÃ¼r,Gzuz,80,very low,very low,0
1681,677725,Brillis,Shirin David,69,very low,very low,0
1682,676467,I Got You (Always and Forever),Chance the Rapper,87,medium,very low,0
1683,675439,Throw It Away,Trippie Redd,92,low,very low,0
1684,675290,Rooting For You,Alessia Cara,85,medium,very low,0
1685,674706,Obsession,EXO,81,medium,very low,0
1686,673515,Death (feat. DaBaby),Trippie Redd,92,low,very low,0
1687,672376,Che cazzo ridi (feat. Trippie Redd),Fedez,66,very low,very low,0
1688,672234,None Of Your Concern,JhenÃ© Aiko,83,low,very low,0
1689,669961,Paris Morton Music,Drake,99,high,very low,0
1690,668142,Ciumeira - Ao Vivo,MarÃ­lia MendonÃ§a,90,high,very low,0
1691,665862,Light It Up,Young Thug,94,medium,very low,0
1692,664212,ST. PERCY,BROCKHAMPTON,84,very low,very low,0
1693,662400,This Is America,Childish Gambino,82,medium,very low,0
1694,656653,Make Eem Run!,Bass Santana,95,high,very low,0
1695,651446,Mad Love,Mabel,82,very low,very low,0
1696,646319,Touch Eem Body,XXXTENTACION,95,high,very low,1
1697,645850,Wheels on the Bus,Melanie Martinez,83,medium,very low,0
1698,640954,Chama Ela (feat. Pedro Sampaio),Lexa,79,very low,very low,0
1699,640298,cOcO MAmA,Dardan,73,very low,very low,0
1700,625239,Roo,Chance the Rapper,87,medium,very low,0
1701,623835,X,Nicky Jam,94,medium,very low,0
1702,606923,No Me Acuerdo,ThalÃ­a,76,low,very low,0
1703,606022,Unforgettable,French Montana,87,low,very low,0
1704,601762,Lie To Me,5 Seconds of Summer,87,medium,very low,0
1705,592324,Despacito - Remix,Luis Fonsi,84,medium,very low,0
1706,588281,I Love You 3000,Stephanie Poetri,68,very low,very low,0
1707,585922,Grip,Seeb,78,very low,very low,0
1708,585551,Killer Queen - 2011 Mix,Queen,93,high,very low,1
1709,577058,Finesse - Remix; feat. Cardi B,Bruno Mars,91,high,very low,0
1710,565994,Take on Me,a-ha,75,very low,very low,0
1711,560658,NÃ£o Fala NÃ£o pra Mim,Humberto & Ronaldo,70,very low,very low,0
1712,554971,Cheap Thrills,Sia,90,high,very low,0
1713,544655,HaifischNikez Allstars,LX,71,very low,very low,0
1714,536886,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,79,low,very low,0
1715,536447,Medley da Gaiola - Dennis DJ Remix,MC Kevin o Chris,84,very low,very low,0
1716,524230,"Quem Pegou, Pegou - Ao Vivo",Henrique & Juliano,84,medium,very low,0
